web-scraper-order,web-scraper-start-url,product,product-href,name,brandname,description,logo-src,how-to-book,book-link,book-link-href,terms,terms-link,terms-link-href
"1594348476-152","https://www.holidayhk.com/en-hk/food-and-drink/","DONDONYA20% off Takeaway Pick-up Offer","https://www.holidayhk.com/en-hk/food-and-drink/food1138/","DONDONYA","20% off Takeaway Pick-up Offer","null","/media/offer/Dine_1138_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
DONDONYA - North Point 
Address: Shop Nos U8-9 & U30, UG/F, Fitfort, 560 King's Road, North Point, Hong Kong Island, Hong Kong 
Tel: +852 3591 9240

DONDONYA - Diamond Hill 
Address: Shop No. 371, Level 3, Plaza Hollywood, Diamond Hill, Kowloon, Hong Kong 
Tel: +852 2715 7308

DONDONYA - Kowloon Bay
Address: Shop G54A2, Telford Plaza, Kowloon Bay, Kowloon, Hong Kong 
Tel: +852 2763 1918

DONDONYA - Kwun Tong 
Address: Shop No. L6-3B, Level 6, apm, Millennium City 5, Kwun Tong, Kowloon, Hong Kong 
Tel: +852 2351 6283

DONDONYA - Whampoa 
Address: Shop Nos. G2 & G2A, G/F, Treasure World, Site 11, Wonderful Worlds of Whampoa, Hung Hom, Kowloon, Hong Kong 
Tel: +852 2321 8898

DONDONYA - Shatin 
Address: Shop 502, 5/F, Home Square, 138 Sha Tin Rural Committee Road, Sha Tin, New Territories, Hong Kong 
Tel: +852 2617 3882

DONDONYA - Tsing Yi 
Address: Shop Unit 212, L2, Maritime Square, 33 Tsing King Road, Tsing Yi, New Territories, Hong Kong 
Tel: +852 3904 1613

DONDONYA - Ma On Shan 
Address: Shop Nos. 2135-2139, L2, Ma On Shan Plaza, 608 Sai Sha Rd, Ma On Shan, New Territories, Hong Kong 
Tel: +852 2267 0838

DONDONYA - Tsuen Wan 
Address: Tsuen Wan Shop S10-12, 2/F, Luk Yeung Galleria, Tsuen Wan, New Territories, Hong Kong 
Tel: +852 2297 3638


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1138_tnc.pdf"
"1594348237-41","https://www.holidayhk.com/en-hk/food-and-drink/","Greenland Spicy CrabSUPER OFFERPromotion Price of HK$1 for Deep Fried Tofu (Daily quota of 3)","https://www.holidayhk.com/en-hk/food-and-drink/food1204/","Greenland Spicy Crab","Promotion Price of HK$1 for Deep Fried Tofu (Daily quota of 3)","null","/media/offer/Dine_1204_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Greenland Spicy Crab
Address: Unit A, 1 Floor, Astoria Building, 24-38 Ashley Road, Tsim Sha Tsui, Kowloon
Tel: 2628 9888","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1204_tnc.pdf"
"1594348524-173","https://www.holidayhk.com/en-hk/food-and-drink/","NomadsCASH REBATEEnjoy HK$20 cash rebate upon net purchase of HK$100 in single transaction","https://www.holidayhk.com/en-hk/food-and-drink/food1135/","Nomads","Enjoy HK$20 cash rebate upon net purchase of HK$100 in single transaction","null","/media/offer/Dine_1135_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Nomads
Address: Shop A, G/F, 53-59 Kimberley Road, Tsim Sha Tsui. Kowloon, Hong Kong 
Tel: +852 9450 7755/ +852 2722 0733


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1135_tnc.pdf"
"1594348160-4","https://www.holidayhk.com/en-hk/food-and-drink/","The Heaven - The Salisbury - YMCA of Hong Kong30% discount on Lunch Buffet and Dinner Buffet (available from 1 July to 31 August 2020 inclusive)","https://www.holidayhk.com/en-hk/food-and-drink/food0080/","The Heaven - The Salisbury - YMCA of Hong Kong","30% discount on Lunch Buffet and Dinner Buffet (available from 1 July to 31 August 2020 inclusive)","10% service charge on original price applies","/media/offer/EN_Dine_80_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
The Heaven - The Salisbury - YMCA of Hong Kong
Address: 4/F, South Tower, 41 Salisbury Road, Tsim Sha Tsui, Kowloon
Tel: +852 2268 7818 / +852 2268 7000 (ext 7111)
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_80_tnc.pdf"
"1594348359-97","https://www.holidayhk.com/en-hk/food-and-drink/","THE RED PEPPER RESTAURANT LTD15% off on dine-in purchaseQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1127/","THE RED PEPPER RESTAURANT LTD","15% off on dine-in purchase","Lunch & dinner special set are excluded, plus 10% Service charge","/media/offer/Dine_1127_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
The Red Pepper Restaurant Ltd 
Address: G/F, 7 Lan Fong Road, Causeway Bay, Hong Kong Island, Hong Kong 
Tel: +852 2577 3811

                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1127_tnc.pdf"
"1594348156-2","https://www.holidayhk.com/en-hk/food-and-drink/","Angel & DevilBUY 1 GET 1 FREEBuy one, get one free drinks consumption","https://www.holidayhk.com/en-hk/food-and-drink/food0067/","Angel & Devil","Buy one, get one free drinks consumption","Orginal price : HK$48 - HK$98","/media/offer/EN_Dine_67_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Angel & Devil
Address: 4/F, 58 Tsun Yip Street, Kwun Tong, Kowloon
Tel: +852 3103 3808
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_67_tnc.pdf"
"1594348349-92","https://www.holidayhk.com/en-hk/food-and-drink/","Ali Oli Bakery50% OFF50% off on designated item: Floral Pastel 3D Cake","https://www.holidayhk.com/en-hk/food-and-drink/food1117/","Ali Oli Bakery","50% off on designated item: Floral Pastel 3D Cake","Original Price HK$680","/media/offer/Dine_1117_logo.jpeg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
ALI OLI BAKERY CAFÉ
Address: G/F, 11 Sha Tsui Path, Sai Kung, New Territories
Tel: +852 2792 2655



                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1117_tnc.pdf"
"1594348245-45","https://www.holidayhk.com/en-hk/food-and-drink/","The TownA complimentary bottle of House Wine (red or white)* upon having Executive Set Dinner at The Town (minimum booking for 2 people)","https://www.holidayhk.com/en-hk/food-and-drink/food0074/","The Town","A complimentary bottle of House Wine (red or white)* upon having Executive Set Dinner at The Town (minimum booking for 2 people)","null","/media/offer/EN_Dine_74_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
The Town
Address: 6 - 7/F, Yung Kee Building, 32-40 Wellington Street, Central, Hong Kong Island
Tel: +852 2157 9999
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_74_tnc.pdf"
"1594348390-112","https://www.holidayhk.com/en-hk/food-and-drink/","DiVino Wine Bar & Restaurant50% OFF50% discount on main course itemsQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0011/","DiVino Wine Bar & Restaurant","50% discount on main course items","Enjoy the offer with a minimum spending of HK$300 per person on food a la carte","/media/offer/EN_Dine11_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
DiVino Wine Bar & Restaurant
Address: 73 Wyndham Street, Central, Hong Kong Island
Tel: +852 2167 8883 
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_11_tnc.pdf"
"1594348440-136","https://www.holidayhk.com/en-hk/food-and-drink/","Leisurely VeggieFree Apple, Pear, Coconut, Snow Fungus Sweet Soup","https://www.holidayhk.com/en-hk/food-and-drink/food1184/","Leisurely Veggie","Free Apple, Pear, Coconut, Snow Fungus Sweet Soup","Original Price HK$48","/media/offer/Dine_1184_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Leisurely Veggie (TST Branch)
Address: 3/F, China Insurance Building, No 48 Cameron Road, Tsim Sha Tsui, Kowloon
Tel: +852 3706 5827




                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1184_tnc.pdf"
"1594348411-122","https://www.holidayhk.com/en-hk/food-and-drink/","The DenBUY 1 GET 1 FREEBuy one, get one free selected itemsQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0050/","The Den","Buy one, get one free selected items","null","/media/offer/EN_Dine_50_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
The Den
Address: 8 Oakland’s Path, Sai Ying Pun, Hong Kong Island 
Tel: +852 2803 0901/ 5496 9406 (Whatsapp)
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_50_tnc.pdf"
"1594348489-158","https://www.holidayhk.com/en-hk/food-and-drink/","Kam Kee CaféBuy one, get one free Baked Spaghetti Bolognese with Cheese and Pan-Fried EggQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0044/","Kam Kee Café","Buy one, get one free Baked Spaghetti Bolognese with Cheese and Pan-Fried Egg","Original price : HK$88","/media/offer/EN_Dine_44_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_44_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_44_tnc.pdf"
"1594348380-107","https://www.holidayhk.com/en-hk/food-and-drink/","Gyu-Kaku Japanese Yakiniku RestaurantComplimentary one Pork Slice (6 pieces) upon dine in patronage of HK$300","https://www.holidayhk.com/en-hk/food-and-drink/food0032/","Gyu-Kaku Japanese Yakiniku Restaurant","Complimentary one Pork Slice (6 pieces) upon dine in patronage of HK$300","null","/media/offer/EN_Dine_32_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_32_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_32_tnc.pdf"
